Airline,Entity,Positive Mentions,Negative Mentions,Total Mentions,Average Sentiment
United Airlines,SRQ,1,0,1,0.992
United Airlines,EDI,1,0,1,0.992
United Airlines,Aer Lingus,0,6,6,-0.9106
United Airlines,MRY,0,2,2,-0.1901
United Airlines,Fly Southwest,0,1,1,-0.1901
United Airlines,Mesa,2,0,2,0.81105
United Airlines,Pretzels,2,0,2,0.98765
United Airlines,Nuts,1,0,1,0.9795
United Airlines,LaGuardia,0,1,1,-0.9296
United Airlines,SAS,0,1,1,-0.9032
United Airlines,Tunnel,1,0,1,0.9487
United Airlines,Aisle,0,1,1,-0.0258
United Airlines,CS,2,1,3,0.43143333333333334
United Airlines,Super 8,0,1,1,-0.7016
United Airlines,Houston-Bogota,1,0,1,0.9507
United Airlines,again/,0,0,1,0.0
United Airlines,Friendly Skies,1,0,1,0.8113
United Airlines,HIA,2,0,2,0.94075
United Airlines,F&B,1,0,1,0.7393
United Airlines,Chex,1,0,1,0.9718
United Airlines,Flew United Airlines,1,0,1,0.9081
United Airlines,Terminal C of IAH,1,0,1,0.8911
United Airlines,Basic Economy customers,1,0,1,0.8911
United Airlines,Newark Liberty,1,0,1,0.8911
United Airlines,RD,0,1,1,-0.8313
United Airlines,Gates,0,1,1,-0.8313
United Airlines,Rapid City SD,1,0,1,0.7579
United Airlines,Denver CO to Rapid City SD,1,0,1,0.7579
United Airlines,C91,1,0,1,0.6189
United Airlines,ICT,2,0,2,0.9821
United Airlines,DFW-ORD,1,0,1,0.3182
United Airlines,Aircraft,1,0,1,0.3182
United Airlines,blueberry & pistachio granola,1,0,1,0.3182
United Airlines,Hospice,1,0,1,0.9763
United Airlines,MEI,1,0,1,0.9763
United Airlines,the United Staff,1,0,1,0.9763
United Airlines,the Meridian Regional Airport,1,0,1,0.9763
United Airlines,the United App,1,0,1,0.9171
United Airlines,U.S. Airline,0,1,1,-0.0024
United Airlines,the Star Alliance,0,2,2,-0.0661
United Airlines,the Star Alliance Lounge,1,1,2,0.49015000000000003
United Airlines,SA Gold,0,1,1,-0.0024
United Airlines,the VIP Lounge,1,0,1,0.4466
United Airlines,KUL,2,0,2,0.8853
United Airlines,Singapore Air,2,0,2,0.9042
United Airlines,the Customer Service Coordinator,1,0,1,0.9528
United Airlines,CC,0,1,1,-0.8622
United Airlines,American Airline,0,1,1,-0.8553
United Airlines,Budget,1,0,1,0.205
United Airlines,YOW,1,0,1,0.9166
United Airlines,C90,0,1,1,-0.9312
United Airlines,Roanoke,4,0,4,0.38855
United Airlines,ATC,0,1,1,-0.3744
United Airlines,Newark Liberty International Airport,0,1,1,-0.3744
United Airlines,Bangalore via Newark & Frankfurt,0,1,1,-0.9094
United Airlines,Complaint Resolution Official,0,1,1,-0.9094
United Airlines,CRO,0,2,2,-0.9094
United Airlines,BLR,0,2,2,-0.9094
United Airlines,the Royal Oasis Resort,0,1,1,-0.8963
United Airlines,Providence,0,1,1,-0.7446
United Airlines,Asiana Airlines,1,0,1,0.9562
United Airlines,SFO UA,1,0,1,0.9562
United Airlines,Fort Myers,4,1,5,0.31008
United Airlines,Biscoff,1,0,1,0.7678
United Airlines,AV,1,0,1,0.9531
United Airlines,03/06/2022,1,0,1,0.8172
United Airlines,Delta Air Lines,1,0,1,0.9416
United Airlines,Love United’s,1,0,1,0.3612
United Airlines,MRY-LAX-ORD-MDT,0,1,1,-0.7193
United Airlines,WILL,0,1,1,-0.8299
United Airlines,UA 8836,4,0,4,0.8813
United Airlines,the Polaris Lounge,3,0,3,0.8813
United Airlines,UA 960,1,0,1,0.8813
United Airlines,Gold,1,1,2,0.3266
United Airlines,Global Status,1,0,1,0.5355
United Airlines,Business Polaris,1,0,1,0.5355
United Airlines,IFE,1,1,2,0.4314
United Airlines,ETA,2,2,4,0.009825000000000028
United Airlines,Federal,1,0,1,0.0228
United Airlines,Skytrax,2,0,2,0.8487
United Airlines,the Bradley International Terminal,1,0,1,0.9827
United Airlines,MVD,3,0,3,0.6344
United Airlines,MAX,1,0,1,0.852
United Airlines,Copa,2,0,2,0.5491
United Airlines,COPA,3,0,3,0.8744666666666667
United Airlines,Copa Airlines,2,0,2,0.20585
United Airlines,united Airlines,2,0,2,0.5951
United Airlines,Houston Bush Intl,1,0,1,0.9463
United Airlines,Helena,0,1,1,-0.304
United Airlines,UA 396,1,0,1,0.8684
United Airlines,RIO,1,0,1,0.9841
United Airlines,Raleigh,0,1,1,-0.9294
United Airlines,0655 &,0,1,1,-0.9294
United Airlines,SMS,0,1,1,-0.8028
United Airlines,ON HER CELL PHONE,0,1,1,-0.3103
United Airlines,United Customer Support,0,1,1,-0.3103
United Airlines,United Airlines Customer Service,0,1,1,-0.3759
United Airlines,United CS 4,1,0,1,0.9443
United Airlines,HOURS,1,0,1,0.9443
United Airlines,Customer Care,1,1,2,-0.04400000000000004
United Airlines,Cameroon,0,1,1,-0.4687
United Airlines,the “united app”,0,1,1,-0.9199
United Airlines,McDonald's,1,0,1,0.2664
United Airlines,SJD,0,1,1,-0.3104
United Airlines,FL United club,1,0,1,0.4789
United Airlines,F25,0,1,1,-0.6254
United Airlines,Business Lounge,0,1,1,-0.4052
United Airlines,The Star Alliance,0,1,1,-0.4052
United Airlines,Embassy,0,1,1,-0.9485
United Airlines,MCI,3,0,3,0.8603
United Airlines,IAN,1,0,1,0.8603
United Airlines,KCI,1,0,1,0.8603
United Airlines,First Class Service,1,0,1,0.778
United Airlines,United 6,0,1,1,-0.9514
United Airlines,Apple Watch,0,1,1,-0.8746
United Airlines,United Boeing,1,0,1,0.8573
United Airlines,The United Club,2,0,2,0.786
United Airlines,Visa,0,1,1,-0.8825
United Airlines,Inn Motel,0,1,1,-0.5245
United Airlines,MUC,0,1,1,-0.9225
United Airlines,BUD,0,1,1,-0.9225
United Airlines,CMH TO EWR,0,1,1,-0.9225
United Airlines,Suites,1,0,1,0.9592
United Airlines,Company,1,1,2,0.38785000000000003
United Airlines,Star Trek,1,0,1,0.6808
United Airlines,Roanoke Virginia,1,0,1,0.8402
United Airlines,FLT,1,0,1,0.9623
United Airlines,Crew / Aircraft,1,0,1,0.1386
United Airlines,United Airlines - Friendly,1,0,1,0.1386
United Airlines,Newark Int,1,0,1,0.8682
United Airlines,Turkish Airlines,2,1,3,0.18306666666666668
United Airlines,Lufthansa Airlines,0,1,1,-0.1732
United Airlines,BBB,0,4,4,-0.8223500000000001
United Airlines,United CS,1,0,1,0.9531
United Airlines,JNB,0,1,1,-0.9189
United Airlines,EWR-JNB,0,1,1,-0.9189
United Airlines,LUN,0,1,1,-0.9189
United Airlines,EWR-BRU,1,1,2,-0.010750000000000037
United Airlines,JNB-EWR,1,1,2,-0.010750000000000037
United Airlines,Curbside Check,1,0,1,0.9168
United Airlines,Jetblue,1,1,2,-0.28200000000000003
United Airlines,LUFTHANSA,0,1,1,-0.8081
United Airlines,United Staff,0,1,1,-0.2094
United Airlines,the United Lounge,2,0,2,0.45525
United Airlines,Aviary,1,0,1,0.4269
United Airlines,Chase/ United,1,0,1,0.4269
United Airlines,Gillette,0,2,2,-0.8364
United Airlines,B60,0,1,1,-0.8364
United Airlines,TOO,0,1,1,-0.8364
United Airlines,the United Agents,1,0,1,0.9844
United Airlines,WiFi,1,1,2,0.11470000000000002
United Airlines,1A,0,1,1,-0.8537
United Airlines,DCA,1,0,1,0.9767
United Airlines,PSC,1,0,1,0.9767
United Airlines,IAD-BRU,1,0,1,0.9783
United Airlines,Prem Plus,2,0,2,0.9783
United Airlines,UA2251,1,0,1,0.897
United Airlines,SBA,0,1,1,-0.9527
United Airlines,NM,1,0,1,0.9778
United Airlines,CA,4,0,4,0.92825
United Airlines,Virgin Air,1,0,1,0.4131
United Airlines,DL,1,0,1,0.9601
United Airlines,Mint,1,0,1,0.9601
United Airlines,A85,0,1,1,-0.1053
United Airlines,Flagstaff,0,3,3,-0.7885333333333334
United Airlines,A71,1,1,2,-0.04580000000000001
United Airlines,United Airline's,0,1,1,-0.6667
United Airlines,Santa Fe,1,0,1,0.9334
United Airlines,IL,1,0,1,0.0678
United Airlines,Coach,1,1,2,0.3809
United Airlines,First UA,1,0,1,0.8974
United Airlines,Brussels Airlines,1,0,1,0.8974
United Airlines,SN,1,0,1,0.8974
United Airlines,the Brussels Airlines,1,0,1,0.8974
United Airlines,Entebbe,1,0,1,0.8974
United Airlines,NRT,0,1,1,-0.4234
United Airlines,Group 1,0,1,1,-0.6976
United Airlines,the United Economy,1,0,1,0.4767
United Airlines,CSD,1,0,1,0.1531
United Airlines,Horrible Airline,1,0,1,0.8922
United Airlines,Newark EWR,0,1,1,-0.9325
United Airlines,the united app,1,0,1,0.9705
United Airlines,AGAIN,0,1,1,-0.9009
United Airlines,NONE,0,1,1,-0.9009
United Airlines,Southwest,0,2,2,-0.5785
United Airlines,Dayton,1,0,1,0.9746
United Airlines,First-Class Service,1,0,1,0.9701
United Airlines,Covidiots,0,1,1,-0.0124
United Airlines,United Airlines Ground,0,1,1,-0.2407
United Airlines,the Coach Bus,1,0,1,0.9881
United Airlines,Air Traffic Control,2,0,2,0.9881
United Airlines,Trip Insurance,1,0,1,0.9881
United Airlines,a Flight Verification Letter,1,0,1,0.9881
United Airlines,Neverwill,1,0,1,0.9881
United Airlines,STL,0,4,4,-0.5574
United Airlines,Government Office,1,0,1,0.802
United Airlines,Air BnB,0,1,1,-0.5719
United Airlines,FC,1,0,1,0.824
United Airlines,Columbia,0,1,1,-0.9337
United Airlines,Global Entry,1,0,1,0.9451
United Airlines,O'Hare International Airport,1,0,1,0.8926
United Airlines,Ohare,1,1,2,-0.019100000000000006
United Airlines,Priceline,5,0,5,0.7114800000000001
United Airlines,ER,1,0,1,0.5308
United Airlines,Horrible Customer Service,0,1,1,-0.9886
United Airlines,State,0,1,1,-0.9886
United Airlines,"a ""Refund Department",0,1,1,-0.9886
United Airlines,Delta Airline,1,1,2,0.1583
United Airlines,530pm,1,0,1,0.6083
United Airlines,cdc,1,0,1,0.93
United Airlines,RKS,2,0,2,0.685
United Airlines,United/Skywest,1,0,1,0.685
United Airlines,Terminal 5 International,1,0,1,0.9933
United Airlines,UA FA's,1,0,1,0.9933
United Airlines,"Customs, Security",1,0,1,0.1288
United Airlines,HK quarters,0,1,1,-0.9535
United Airlines,the F/A,1,0,1,0.9452
United Airlines,Republic Airlines,1,0,1,0.9452
United Airlines,PCR,1,0,1,0.9953
United Airlines,Terminal 3 and International Terminal,1,0,1,0.9953
United Airlines,Boeing Dreamliner,1,0,1,0.9815
United Airlines,United 363,0,1,1,-0.976
United Airlines,Newark Terminal C,0,1,1,-0.976
United Airlines,Jury Duty,1,0,1,0.9528
United Airlines,Salt Lake City Intl,0,1,1,-0.9414
United Airlines,Alaska Airlines,0,1,1,-0.0137
United Airlines,CLE,0,1,1,-0.2174
United Airlines,LATAM,1,0,1,0.4442
United Airlines,Gold Elites,1,0,1,0.7147
United Airlines,the French Embassy,0,1,1,-0.6694
United Airlines,WAIT,1,0,1,0.4836
United Airlines,The Boarding Process,1,0,1,0.9712
United Airlines,Point,0,1,1,-0.2617
United Airlines,United Atleast,0,1,1,-0.2617
United Airlines,Proven United Airlines,1,0,1,0.7889
United Airlines,United Reps,1,0,1,0.99
United Airlines,Flying United Airlines,0,1,1,-0.8144
United Airlines,Korean Airline,1,0,1,0.8885
United Airlines,EU,1,0,1,0.8898
United Airlines,Dollar UA,0,8,8,-0.9737750000000001
United Airlines,COO,0,1,1,-0.9896
United Airlines,Flagg Staff,1,0,1,0.8215
United Airlines,"Holiday Inn, Hilton",1,0,1,0.8215
United Airlines,Department Of Transport I’m,1,0,1,0.9928
United Airlines,the Department of Transportation,0,1,1,-0.8423
United Airlines,UK Foreign Office,0,1,1,-0.9362
United Airlines,US Homeland Security,0,1,1,-0.9362
United Airlines,T&C,0,1,1,-0.9362
United Airlines,PDX,0,2,2,-0.9474
United Airlines,Corona Virus Epidemic,0,1,1,-0.1835
United Airlines,Cheapo Airlines,0,1,1,-0.1835
United Airlines,Royal Carrbbean,1,0,1,0.9612
United Airlines,WOW,1,0,1,0.9288
United Airlines,Tri-Cities,0,1,1,-0.694
United Airlines,the Corona Virus,1,0,1,0.8991
United Airlines,CV-19,1,0,1,0.2635
United Airlines,Trump,1,0,1,0.2635
United Airlines,DC/Dulles,1,0,1,0.2635
United Airlines,Coronavirus,1,0,1,0.083
United Airlines,3rd &,0,1,1,-0.8272
United Airlines,the United Airline,1,0,1,0.8907
United Airlines,CDC,0,1,1,-0.807
United Airlines,the Air New Zealand,0,1,1,-0.9713
United Airlines,Idaho Falls to Buffalo,0,1,1,-0.8625
United Airlines,IBS,1,0,1,0.7351
United Airlines,Toronto Pearson,0,1,1,-0.9708
United Airlines,Samolot,1,0,1,0.8316
United Airlines,Polecam,1,0,1,0.8316
United Airlines,Ogdensburg,0,1,1,-0.9239
United Airlines,The United rep,1,0,1,0.9359
United Airlines,F15,1,0,1,0.9359
United Airlines,BOI,0,1,1,-0.872
United Airlines,Purdue,0,1,1,-0.8814
United Airlines,"Frontier, Allegiant",1,0,1,0.9601
United Airlines,Basic Economy,2,0,2,0.8385
United Airlines,YYC,0,1,1,-0.3878
United Airlines,130pm,0,1,1,-0.3878
United Airlines,430pm,0,1,1,-0.3878
United Airlines,Army Vs Navy,0,1,1,-0.2651
United Airlines,United Customer,1,0,1,0.9539
United Airlines,Manchester,0,1,1,-0.9528
United Airlines,UA6078,1,0,1,0.9931
United Airlines,Cathay,1,0,1,0.2205
United Airlines,United Airlines Unsuccessfully,1,0,1,0.8845
United Airlines,Brigitte,1,0,1,0.9903
United Airlines,Unite Stuart,1,0,1,0.0235
United Airlines,Narita-Newark,1,0,1,0.9744
United Airlines,LatinoFare,0,2,2,-0.6891
United Airlines,BOR,7,0,7,0.9530000000000001
United Airlines,PPT,1,0,1,0.953
United Airlines,Air Tahiti,2,0,2,0.953
United Airlines,SEA,2,0,2,0.3831
United Airlines,the Baggage Rep,1,0,1,0.3831
United Airlines,Avianca,3,0,3,0.91
United Airlines,Lion King,1,0,1,0.9763
United Airlines,C10,0,1,1,-0.3369
United Airlines,E16,0,1,1,-0.3369
United Airlines,United Airlines 2,0,1,1,-0.3369
United Airlines,iPad,3,1,4,0.367675
United Airlines,Auckland to Brisbane,1,0,1,0.9936
United Airlines,RAP,0,1,1,-0.6833
United Airlines,closest mechanic,0,1,1,-0.785
United Airlines,B44,0,1,1,-0.785
United Airlines,"Swiss, & Virgin Atlantic",1,0,1,0.9895
United Airlines,HKG-NRT-IAH-LIM & back,0,1,1,-0.8742
United Airlines,HKG-NRT,0,1,1,-0.8742
United Airlines,B767 & B777,0,1,1,-0.8742
United Airlines,USB &,0,1,1,-0.8742
United Airlines,UA4289,0,1,1,-0.8074
United Airlines,Reason # 1001,0,1,1,-0.7412
United Airlines,Platinum,1,0,1,0.783
United Airlines,Expedia.com,1,0,1,0.783
United Airlines,CDN,1,0,1,0.783
United Airlines,the Business Class Lounge,0,1,1,-0.0298
United Airlines,Lounge,0,1,1,-0.0298
United Airlines,Miroslav,1,0,1,0.9867
United Airlines,Qantas,1,0,1,0.997
United Airlines,Costco,2,0,2,0.5999
United Airlines,UA 2208,0,1,1,-0.9169
United Airlines,the Chicago O'Hare,0,1,1,-0.9169
United Airlines,NYC,0,1,1,-0.8652
United Airlines,Orbitz,1,1,2,0.027949999999999975
United Airlines,G&T,1,0,1,0.981
United Airlines,United.com,1,0,1,0.9836
United Airlines,NH,2,0,2,0.9673
United Airlines,US Airline,1,0,1,0.869
United Airlines,Phoenix AZ,1,0,1,0.64
United Airlines,Multiple Sclerosis,1,0,1,0.64
United Airlines,Denver CO,0,1,1,-0.5181
United Airlines,Idaho Falls,0,1,1,-0.5181
United Airlines,New Jersey EWR,0,1,1,-0.8188
United Airlines,Austrian Airlines,0,1,1,-0.8188
United Airlines,Czech Airlines,0,1,1,-0.8188
United Airlines,UA 2394,0,1,1,-0.8188
United Airlines,Hotel,0,1,1,-0.8188
United Airlines,CVG,1,0,1,0.6426
United Airlines,Uber,0,1,1,-0.079
United Airlines,SAN,0,2,2,-0.0387
