Airline,Staff,Positive Mentions,Negative Mentions,Total Mentions,Average Sentiment
Qatar Airways,Doha Hamad,3,1,4,0.572975
Qatar Airways,Tushar,1,0,1,0.9467
Qatar Airways,Steward,1,0,1,0.9467
Qatar Airways,Miguel,1,0,1,0.9787
Qatar Airways,Hyeon Jin,1,0,1,0.9787
Qatar Airways,B.,2,0,2,0.96465
Qatar Airways,Dallas Ft Worth,3,1,4,0.496875
Qatar Airways,Q Suites,1,0,1,0.996
Qatar Airways,Breast Cancer,1,0,1,0.996
Qatar Airways,potato ball,1,0,1,0.996
Qatar Airways,Jolina,1,0,1,0.9481
Qatar Airways,Flew Bangkok-Doha,1,0,1,0.9741
Qatar Airways,Charles de Gaulle,0,1,1,-0.8669
Qatar Airways,Salmon,0,1,1,-0.8669
Qatar Airways,Michelle,1,0,1,0.8687
Qatar Airways,Ashwini Bhise,1,0,1,0.8687
Qatar Airways,Abdul Jaleel Palakkunnummal Muhammed,1,0,1,0.9381
Qatar Airways,Crew,1,0,1,0.9381
Qatar Airways,Gabriel,1,0,1,0.9612
Qatar Airways,Mum,3,0,3,0.8809666666666667
Qatar Airways,Aman,1,0,1,0.9136
Qatar Airways,QR947 SIN-DOH,0,1,1,-0.8658
Qatar Airways,Etihad,1,1,2,0.006399999999999961
Qatar Airways,Brisbane,3,1,4,0.545225
Qatar Airways,Flew Philadelphia,1,0,1,0.9159
Qatar Airways,Twitter,1,1,2,0.30995000000000006
Qatar Airways,Bodrum,1,0,1,0.3291
Qatar Airways,Malaga,0,1,1,-0.9067
Qatar Airways,Kiwi.com,1,0,1,0.5984
Qatar Airways,Sophia,1,0,1,0.9661
Qatar Airways,Jaswinder,1,0,1,0.9661
Qatar Airways,Manasvi,1,0,1,0.9819
Qatar Airways,Sharan,1,0,1,0.9819
Qatar Airways,QR832 DOH-BKK,0,1,1,-0.7877
Qatar Airways,Inam,1,0,1,0.974
Qatar Airways,Lauren,1,0,1,0.9801
Qatar Airways,Rohit,1,0,1,0.9897
Qatar Airways,Eman,2,0,2,0.9666
Qatar Airways,Eloisa,2,0,2,0.9345
Qatar Airways,Mohamad,1,0,1,0.9345
Qatar Airways,Ms Khusboo,2,0,2,0.9744
Qatar Airways,Qatar Diamond,1,0,1,0.3998
Qatar Airways,Quad,1,0,1,0.9876
Qatar Airways,Al Safwa,6,0,6,0.9678333333333334
Qatar Airways,jetbridge,1,0,1,0.9577
Qatar Airways,Infant,2,0,2,0.9861
Qatar Airways,miles,2,0,2,0.9924
Qatar Airways,Air Niugini,1,0,1,0.9984
Qatar Airways,Leffe Blonde,1,0,1,0.9984
Qatar Airways,Jurgita,1,0,1,0.9819
Qatar Airways,Champagnes,1,0,1,0.9769
Qatar Airways,Onboard Qsuite,0,1,1,-0.8981
Qatar Airways,Lee,1,0,1,0.8519
Qatar Airways,London Karachi,1,0,1,0.9565
Qatar Airways,Flight Purser Xavier,1,0,1,0.9053
Qatar Airways,the Al Mourjan - even,1,0,1,0.9904
Qatar Airways,Doha Sr,1,0,1,0.8537
Qatar Airways,Mgmt,1,0,1,0.8537
Qatar Airways,Beaujolais,1,0,1,0.9752
Qatar Airways,Transfer Desk,0,1,1,-0.85
Qatar Airways,Ben,2,0,2,0.9974
Qatar Airways,"Jeffery, Ghita",1,0,1,0.9467
Qatar Airways,Karak Chai,2,0,2,0.9628
Qatar Airways,Rani Vijayn,1,0,1,0.669
Qatar Airways,Inda,1,0,1,0.9654
Qatar Airways,bin,3,0,3,0.9135666666666667
Qatar Airways,Sundeep,1,0,1,0.9707
Qatar Airways,Anushka,1,0,1,0.9743
Qatar Airways,Erbil,1,0,1,0.9635
Qatar Airways,Mannan,1,0,1,0.9683
Qatar Airways,Shirin,1,0,1,0.9683
Qatar Airways,Delisha,2,0,2,0.9791
Qatar Airways,Muscat,3,0,3,0.9676333333333335
Qatar Airways,covid-19,2,0,2,0.9615
Qatar Airways,COVID-19,2,0,2,0.96
Qatar Airways,Sydney-Doha-London,0,1,1,-0.5119
Qatar Airways,Fiumicino,1,0,1,0.9619
Qatar Airways,Ms Karawan,1,0,1,0.9981
Qatar Airways,Sarawak,1,0,1,0.9819
Qatar Airways,Andrew,1,0,1,0.9726
Qatar Airways,Airline,1,0,1,0.9273
Qatar Airways,Akanksha,1,0,1,0.9146
Qatar Airways,Helsinki,1,0,1,0.2648
Qatar Airways,Plane Boeing,1,0,1,0.9577
Qatar Airways,645pm Arrival,1,0,1,0.8689
Qatar Airways,Qatar Qsuite,1,0,1,0.9934
Qatar Airways,Al Mourjan Business,1,0,1,0.9934
Qatar Airways,Miss Sakie,1,0,1,0.9574
Qatar Airways,Usama,1,0,1,0.9804
Qatar Airways,Karen,1,0,1,0.9911
Qatar Airways,Lamb,2,0,2,0.9911
Qatar Airways,Da Nang,2,0,2,0.9553
Qatar Airways,Cochin,2,0,2,0.9966
Qatar Airways,Al Safwa Lounge,1,0,1,0.9966
Qatar Airways,Godiva,2,0,2,0.9702999999999999
Qatar Airways,Katsiaryna,1,0,1,0.8807
Qatar Airways,jack,0,2,2,-0.9327
Qatar Airways,Frist,1,0,1,0.9778
Qatar Airways,a.,1,0,1,0.1786
Qatar Airways,Deyan,1,0,1,0.9761
Qatar Airways,Langkawi,0,1,1,-0.9937
Qatar Airways,Noisy Boeing,1,0,1,0.9667
Qatar Airways,Chung,1,0,1,0.9751
Qatar Airways,Brut,1,0,1,0.9374
Qatar Airways,Pajamas,3,0,3,0.9785
Qatar Airways,Porter Airline,0,1,1,-0.7617
Qatar Airways,Porter,0,5,5,-0.7981800000000001
Qatar Airways,Tbilisi,1,0,1,0.3309
Qatar Airways,Card,1,0,1,0.1027
Qatar Airways,Aspergers,0,1,1,-0.9678
Qatar Airways,Behnaz,1,0,1,0.9601
Qatar Airways,Kolkata,0,1,1,-0.3338
Qatar Airways,Hamad Airport,6,0,6,0.9204500000000001
Qatar Airways,Ahmed,1,0,1,0.9921
Qatar Airways,Diljith,1,0,1,0.9343
Qatar Airways,Yun,1,0,1,0.9325
Qatar Airways,Menu,1,0,1,0.9877
Qatar Airways,KWI—>DOH Flight,1,0,1,0.9997
Qatar Airways,Ms Uliana,1,0,1,0.9888
Qatar Airways,Saahil,1,0,1,0.9888
Qatar Airways,Melbourne,3,0,3,0.9346666666666668
Qatar Airways,Green Thai,1,0,1,0.8887
Qatar Airways,Frank Hewett,1,0,1,0.9896
Qatar Airways,Frank,1,0,1,0.9896
Qatar Airways,Al Mourjan Business Lounge,1,0,1,0.9824
Qatar Airways,Coron,0,1,1,-0.5801
Qatar Airways,Cabin WiFi,1,0,1,0.0387
Qatar Airways,London Doha,1,0,1,0.9964
Qatar Airways,Latam - ie,1,0,1,0.9645
Qatar Airways,My Q Suite,1,0,1,0.9964
Qatar Airways,Samyak,1,0,1,0.9672
Qatar Airways,Ms Divya,1,0,1,0.9607
Qatar Airways,Ms Sherry,1,0,1,0.9607
Qatar Airways,Mrs Gisella,1,0,1,0.9242
Qatar Airways,Free Wi-Fi,1,0,1,0.9753
Qatar Airways,Bangalore,1,0,1,0.6331
Qatar Airways,Lahore Boeing,1,0,1,0.5346
Qatar Airways,Porter Air,0,1,1,-0.9441
Qatar Airways,Hamad Int'l,1,0,1,0.9902
Qatar Airways,Glasgow,1,0,1,0.9225
Qatar Airways,Mohammed,1,0,1,0.9802
Qatar Airways,Flew Kigali,0,1,1,-0.9891
Qatar Airways,Sim,1,0,1,0.9894
Qatar Airways,Biz,1,1,2,-0.24409999999999998
Qatar Airways,Clark,1,0,1,0.8553
Qatar Airways,Outward,2,0,2,0.96555
Qatar Airways,congee,1,0,1,0.9911
Qatar Airways,Efficient checkin,1,0,1,0.4463
Qatar Airways,QR832 Doha,1,0,1,0.9598
Qatar Airways,Santorini,1,0,1,0.9598
Qatar Airways,QF,2,1,3,0.5942666666666666
Qatar Airways,Kleingedruckten,1,0,1,0.6652
Qatar Airways,Sitz,1,0,1,0.6652
Qatar Airways,Flew Denpasar,1,0,1,0.9602
Qatar Airways,Ground Crew,1,1,2,0.26865
Qatar Airways,Zico,1,0,1,0.9579
Qatar Airways,Vienna Check,1,0,1,0.9917
Qatar Airways,Amenity Kit,1,0,1,0.9975
Qatar Airways,Krug Champagne,1,1,2,0.47624999999999995
Qatar Airways,Flew Washington,1,0,1,0.831
Qatar Airways,Al-Mourjan,1,0,1,0.9109
Qatar Airways,Easter,2,0,2,0.93825
Qatar Airways,Hamad International Airport,1,0,1,0.9832
Qatar Airways,Hummus,1,0,1,0.9927
Qatar Airways,Pita Bread,1,0,1,0.9927
Qatar Airways,Tokaji,1,0,1,0.9753
Qatar Airways,Poznań,0,1,1,-0.5789
Qatar Airways,QR905,1,0,1,0.9342
Qatar Airways,Left Karachi,0,1,1,-0.4085
Qatar Airways,Bose,1,0,1,0.8597
Qatar Airways,Flew Miami,1,0,1,0.7985
Qatar Airways,Al Mourjan Lounge,4,0,4,0.98055
Qatar Airways,amenity kit,1,0,1,0.9963
Qatar Airways,Omelette,1,0,1,0.9948
Qatar Airways,Chicken,1,0,1,0.9948
Qatar Airways,Charles de Gaulle Airport,1,0,1,0.9948
Qatar Airways,Cabin Crews,1,0,1,0.8653
Qatar Airways,toothpaste+brush,1,0,1,0.977
Qatar Airways,Flew Doha,3,0,3,0.9458000000000001
Qatar Airways,Pol Roger,1,0,1,0.9849
Qatar Airways,Superb,3,0,3,0.8247666666666666
Qatar Airways,Flew Manchester,2,0,2,0.88135
Qatar Airways,Leeds Bradford,1,0,1,0.7767
Qatar Airways,tipsy halfway,0,1,1,-0.079
Qatar Airways,Escape,4,0,4,0.9853000000000001
Qatar Airways,WH Smith,1,0,1,0.9506
Qatar Airways,Screens,0,1,1,-0.2363
Qatar Airways,Qatars,1,0,1,0.9093
Qatar Airways,FFP Miles,1,0,1,0.9893
Qatar Airways,T5 Heathrow,1,0,1,0.9889
Qatar Airways,Flew Edinburgh,1,0,1,0.906
Qatar Airways,Berlin Tegel,1,0,1,0.233
Qatar Airways,gratin,1,0,1,0.9938
Qatar Airways,Guest Miles,1,0,1,0.9801
Qatar Airways,Luxor,1,0,1,0.4062
Qatar Airways,Departed Cairo,1,0,1,0.9707
Qatar Airways,Kozhikode,1,0,1,0.922
Qatar Airways,Flight Attendant,1,0,1,0.9489
Qatar Airways,Veg Biryani,1,0,1,0.9862
Qatar Airways,Iberia,1,0,1,0.9887
Qatar Airways,Apricot,1,0,1,0.8993
Qatar Airways,Marco Polo Lounge,1,0,1,0.886
Qatar Airways,Manila Clark,1,0,1,0.9607
Qatar Airways,Verified,3,1,4,0.5992
Qatar Airways,Denpasar Bali,2,0,2,0.9956
Qatar Airways,Michael Jackson,1,0,1,0.9926
Qatar Airways,Outward London,0,1,1,-0.5613
Qatar Airways,Brane Cantanac,1,0,1,0.9774
Qatar Airways,buff,1,0,1,0.9911
Qatar Airways,Krug,1,0,1,0.9911
Qatar Airways,Turbulence,1,0,1,0.9936
Qatar Airways,Edinburgh,2,0,2,0.972
Qatar Airways,Foster,1,0,1,0.9696
Qatar Airways,Verified Review| Flew,1,0,1,0.5023
Qatar Airways,Pol Roger Rosé,1,0,1,0.6907
Qatar Airways,Lanson Rosé,1,0,1,0.6907
Qatar Airways,Onboard Qatar Airways,1,0,1,0.9864
Qatar Airways,Doha,1,0,1,0.9747
Qatar Airways,Dessert,2,0,2,0.9406
Qatar Airways,Verified Review| Superb,1,0,1,0.9611
Qatar Airways,Dreamliner,1,1,2,0.3256
Qatar Airways,Manchester,5,0,5,0.9747199999999999
Qatar Airways,Kilmanjaro,2,0,2,0.8573
Qatar Airways,Sri Lankan,1,0,1,0.929
Qatar Airways,Onboard FA’s,1,0,1,0.9875
Qatar Airways,Billecart Salmon,1,0,1,0.9725
Qatar Airways,Flew Mumbai,1,0,1,0.9056
Qatar Airways,Toothpaste,1,0,1,0.9437
Qatar Airways,dessert,0,1,1,-0.9022
Qatar Airways,Onboard Wifi,1,0,1,0.974
Qatar Airways,champagne,1,0,1,0.9872
Qatar Airways,QR904,1,0,1,0.5927
Qatar Airways,Miso,0,1,1,-0.8799
Qatar Airways,Kochi,1,0,1,0.9246
Qatar Airways,7h50m.,0,1,1,-0.4389
Qatar Airways,Auckland,0,1,1,-0.6696
Qatar Airways,Track,1,0,1,0.7678
Qatar Airways,Flew Hanoi - Bangkok - Doha - Copenhagen,1,0,1,0.8465
Qatar Airways,Si perfume,1,0,1,0.9875
Qatar Airways,Durban King,1,0,1,0.9081
Qatar Airways,Shaka,1,0,1,0.9081
Qatar Airways,Barramundi,1,0,1,0.9525
Qatar Airways,pyjama,1,0,1,0.2263
Qatar Airways,Limousine,1,0,1,0.9022
Qatar Airways,Dine,1,0,1,0.6943
Qatar Airways,Potato Head,1,0,1,0.8074
Qatar Airways,Monopoly,1,0,1,0.8074
Qatar Airways,Gewürztraminer,1,0,1,0.9626
Qatar Airways,Denpasar,1,0,1,0.9945
Qatar Airways,Alexandria,0,4,4,-0.0394
Qatar Airways,Xmas,1,0,1,0.9802
Qatar Airways,Valrhona,1,0,1,0.951
Qatar Airways,D24,0,1,1,-0.0126
Qatar Airways,Cheaper Champagne,0,1,1,-0.0126
Qatar Airways,Small Aircrafts,0,1,1,-0.8729
Qatar Airways,Lesson,1,0,1,0.9603
Qatar Airways,Felt,1,0,1,0.973
Qatar Airways,Marco Polo Account,1,0,1,0.9801
Qatar Airways,Australian Shiraz,1,0,1,0.9801
Qatar Airways,Shiraz,3,0,3,0.9396999999999999
Qatar Airways,L'Occitane,1,0,1,0.9801
Qatar Airways,Handbaggage X-Ray,1,0,1,0.9502
Qatar Airways,Knocks,1,0,1,0.9459
United Airlines,Belo Horizonte,1,0,1,0.8658
United Airlines,Azul,1,0,1,0.8658
United Airlines,Polaris Class,2,0,2,0.96975
United Airlines,Appetizer,1,0,1,0.9803
United Airlines,Dessert,1,1,2,0.32539999999999997
United Airlines,Scott Kirby,2,0,2,0.6067
United Airlines,Patti,2,0,2,0.9879
United Airlines,Sandra,1,0,1,0.9879
United Airlines,Lisa,1,0,1,0.9879
United Airlines,Dawn,1,0,1,0.9879
United Airlines,Trip,8,3,11,0.4298181818181818
United Airlines,Arturo,5,0,5,0.9852000000000001
United Airlines,Düsseldorf,1,0,1,0.9415
United Airlines,Idk,0,1,1,-0.9666
United Airlines,FRA,0,1,1,-0.9968
United Airlines,FROZEN,0,1,1,-0.223
United Airlines,Maria,0,1,1,-0.9611
United Airlines,Madison,0,2,2,-0.8793
United Airlines,Head Attendant,0,1,1,-0.9699
United Airlines,Cancun,5,6,11,-0.06431818181818182
United Airlines,Wifi,3,5,8,-0.18425000000000002
United Airlines,Continental Micronesia,1,0,1,0.6939
United Airlines,Z. Purchasing,1,0,1,0.0997
United Airlines,Rosa,4,0,4,0.9927
United Airlines,Lufthansa,0,1,1,-0.2523
United Airlines,CI,1,0,1,0.9287
United Airlines,SQ,1,0,1,0.9287
United Airlines,JFK,8,3,11,0.4023818181818182
United Airlines,App,1,4,5,-0.52314
United Airlines,Anthony,1,0,1,0.942
United Airlines,YUL Montréal,0,1,1,-0.934
United Airlines,David,2,0,2,0.9973
United Airlines,James,3,0,3,0.9954666666666666
United Airlines,WiFi,13,6,19,0.3814578947368421
United Airlines,Ratty,0,1,1,-0.8597
United Airlines,Pilot Pete,1,0,1,0.5685
United Airlines,UA2049,1,0,1,0.9349
United Airlines,Donald,1,0,1,0.9643
United Airlines,Mr Flores,1,0,1,0.9655
United Airlines,Flores,1,0,1,0.9655
United Airlines,Significant,0,1,1,-0.8934
United Airlines,Verdict,0,1,1,-0.8934
United Airlines,Cabin,7,6,13,0.09069230769230771
United Airlines,Paul,1,0,1,0.8922
United Airlines,Vegas,1,2,3,0.009799999999999994
United Airlines,Frozen,0,1,1,-0.6249
United Airlines,Aretha Franklin,1,0,1,0.7962
United Airlines,George Michael,1,0,1,0.7962
United Airlines,Naan,1,0,1,0.5925
United Airlines,max,1,1,2,0.015349999999999975
United Airlines,Left Heathrow,1,0,1,0.9838
United Airlines,Christine,1,0,1,0.9838
United Airlines,Corpus,0,3,3,-0.9168666666666668
United Airlines,Drinks,0,1,1,-0.3933
United Airlines,Controller,0,1,1,-0.7902
United Airlines,Wonderful,1,0,1,0.9888
United Airlines,Janet,1,0,1,0.9516
United Airlines,info,0,1,1,-0.6386
United Airlines,Nathalie Gravenstij,0,1,1,-0.9816
United Airlines,Pam Beck,1,0,1,0.9366
United Airlines,Quinta,0,1,1,-0.9444
United Airlines,Glad,1,0,1,0.419
United Airlines,Max 800,1,0,1,0.9913
United Airlines,Bluetooth,1,0,1,0.9913
United Airlines,Dustin,1,0,1,0.3862
United Airlines,Whatsapp,1,0,1,0.9992
United Airlines,Malik,2,0,2,0.0176
United Airlines,Gwen,0,1,1,-0.4437
United Airlines,Untied,1,0,1,0.7329
United Airlines,Athens,0,1,1,-0.9304
United Airlines,Kim,0,1,1,-0.9738
United Airlines,Jim,0,1,1,-0.9738
United Airlines,Melissa,1,0,1,0.7105
United Airlines,Joseph,0,1,1,-0.4019
United Airlines,Eugene,6,2,8,0.4632
United Airlines,Mark,0,1,1,-0.92
United Airlines,Fiancé,0,1,1,-0.92
United Airlines,Kona,2,0,2,0.54905
United Airlines,Chaos,0,1,1,-0.8777
United Airlines,Trip Verified|,1,0,1,0.1779
United Airlines,Polaris,10,4,14,0.4666642857142857
United Airlines,French Bee,0,1,1,-0.5876
United Airlines,4A,0,1,1,-0.8048
United Airlines,Reagan,0,2,2,-0.62235
United Airlines,Regan,0,1,1,-0.5178
United Airlines,Ridiculous Policy,0,1,1,-0.8932
United Airlines,Rep,1,0,1,0.5982
United Airlines,Plane,0,1,1,-0.8485
United Airlines,shoddy cheap,0,1,1,-0.296
United Airlines,Claire,3,0,3,0.9392999999999999
United Airlines,God,2,0,2,0.9618500000000001
United Airlines,Weather,1,1,2,-0.28285000000000005
United Airlines,UA441,0,1,1,-0.8987
United Airlines,Brisbane,1,0,1,0.9906
United Airlines,Paramedic,1,0,1,0.993
United Airlines,Uber,0,2,2,-0.61775
United Airlines,Sharlene,1,0,1,0.9875
United Airlines,Jolie,1,0,1,0.9875
United Airlines,Buenos Aires,0,1,1,-0.6266
United Airlines,Dole,1,0,1,0.9952
United Airlines,SADDENED,0,1,1,-0.9012
United Airlines,EXHAUSTED,0,1,1,-0.9012
United Airlines,United,5,4,9,0.19405555555555554
United Airlines,0700,0,1,1,-0.9669
United Airlines,Jet Blue,3,2,5,0.18997999999999998
United Airlines,Salinas,0,2,2,-0.7607
United Airlines,Jetbridge,1,0,1,0.519
United Airlines,bin,2,2,4,-0.123525
United Airlines,Exit,1,0,1,0.9201
United Airlines,Chicken,0,1,1,-0.9801
United Airlines,1:30pm,1,1,2,-0.0366
United Airlines,Rajneeta Smith,1,0,1,0.9337
United Airlines,Suzette Porter,1,0,1,0.83
United Airlines,Ft Myers,1,1,2,0.1033
United Airlines,St Thomas,1,0,1,0.3578
United Airlines,Edmonton,2,0,2,0.82805
United Airlines,Covid,11,21,32,-0.21791562499999997
United Airlines,Sam Houston,0,1,1,-0.6773
United Airlines,Messenger,1,0,1,0.9844
United Airlines,Checkin,1,0,1,0.9232
United Airlines,fiancé,1,0,1,0.9192
United Airlines,Complete,1,0,1,0.9192
United Airlines,Great Falls,1,2,3,-0.48866666666666675
United Airlines,London Heathrow,1,1,2,0.22899999999999998
United Airlines,Lo,1,1,2,0.04394999999999999
United Airlines,Bozeman,2,0,2,0.8031
United Airlines,2HRS,0,1,1,-0.9025
United Airlines,Kingfisher,1,0,1,0.9906
United Airlines,toddler,0,1,1,-0.9705
United Airlines,Austin,1,3,4,-0.29635
United Airlines,Bistro Burger,0,1,1,-0.7115
United Airlines,Miles,1,0,1,0.9957
United Airlines,Guam-Manila,1,0,1,0.8742
United Airlines,Alby,1,0,1,0.3872
United Airlines,Captain,1,0,1,0.9077
United Airlines,Brandon,1,0,1,0.9918
United Airlines,Rachel,1,0,1,0.9918
United Airlines,Machu Picchu,0,1,1,-0.551
United Airlines,Roundtrip DFW-SFO,1,0,1,0.8932
United Airlines,Monica Huie,1,0,1,0.8298
United Airlines,Crew,0,1,1,-0.8259
United Airlines,Boise,1,0,1,0.926
United Airlines,Indy,1,0,1,0.9812
United Airlines,Paula,1,0,1,0.9911
United Airlines,Moab,2,0,2,0.9219
United Airlines,Moab Utah,1,0,1,0.9219
United Airlines,B94,1,0,1,0.9219
United Airlines,OC,1,0,1,0.7447
United Airlines,Albuquerque,1,1,2,-0.19475
United Airlines,Infant Baby,0,1,1,-0.1825
United Airlines,Supervisor,0,1,1,-0.1825
United Airlines,Flights,2,1,3,0.5478999999999999
United Airlines,Status,1,0,1,0.9513
United Airlines,Kahului,2,0,2,0.90615
United Airlines,Angel Chavez,2,0,2,0.9652
United Airlines,Mrs Donovan,1,0,1,0.9904
United Airlines,Sfo,0,1,1,-0.7016
United Airlines,Jack,0,1,1,-0.7016
United Airlines,John Wayne,1,0,1,0.9912
United Airlines,Elizabeth Villacreses,1,0,1,0.9632
United Airlines,Giana Duong,1,0,1,0.9632
United Airlines,Tyler Arrington,1,0,1,0.9632
United Airlines,Maui,1,0,1,0.9958
United Airlines,Victoria Jones,1,0,1,0.3145
United Airlines,Guest,0,1,1,-0.7322
United Airlines,Microsoft Surface Pro,1,0,1,0.8911
United Airlines,N.B,0,1,1,-0.8313
United Airlines,8hrs,0,1,1,-0.7596
United Airlines,Shelly,0,1,1,-0.7596
United Airlines,Francisco,2,0,2,0.5044
United Airlines,São Paulo,4,0,4,0.4572
United Airlines,Raymond,1,1,2,0.03845000000000004
United Airlines,Kevin Thompson,1,0,1,0.8797
United Airlines,Raquel,1,0,1,0.9562
United Airlines,Ms Raquel,1,0,1,0.9562
United Airlines,Especially Patrick,0,1,1,-0.507
United Airlines,Advil,0,1,1,-0.8942
United Airlines,wifi,1,0,1,0.1027
United Airlines,Corey,1,0,1,0.8813
United Airlines,Stuck,0,1,1,-0.9813
United Airlines,Moline,1,0,1,0.9042
United Airlines,Montrose,0,1,1,-0.9292
United Airlines,Page,1,0,1,0.7031
United Airlines,Rafael Otero,2,0,2,0.9805
United Airlines,m&ms tonight,0,1,1,-0.1154
United Airlines,Lavs,1,0,1,0.852
United Airlines,Screens,1,0,1,0.852
United Airlines,Cabin Crew,1,0,1,0.8857
United Airlines,Pamela,1,0,1,0.9513
United Airlines,Steve Skewes,1,0,1,0.9737
United Airlines,Skewes,1,0,1,0.9737
United Airlines,Skywest,1,0,1,0.931
United Airlines,Nicole,1,0,1,0.979
United Airlines,Done United,1,0,1,0.7351
United Airlines,Bought Wi-Fi,0,1,1,-0.5714
United Airlines,Maintenance,1,0,1,0.6059
United Airlines,Victoria,1,0,1,0.9564
United Airlines,Bachelorette,0,1,1,-0.8415
United Airlines,UA998,0,1,1,-0.4687
United Airlines,Brian,4,0,4,0.761725
United Airlines,UA842,0,1,1,-0.6705
United Airlines,Veterans,1,0,1,0.4789
United Airlines,joe,1,0,1,0.9899
United Airlines,Joe,2,0,2,0.9899
United Airlines,Onboard,2,1,3,0.34463333333333335
United Airlines,Mask,1,1,2,0.03739999999999999
United Airlines,Malawi,0,2,2,-0.9485
United Airlines,Desert,1,0,1,0.9592
United Airlines,Michelle,2,0,2,0.9899
United Airlines,Enroute,1,0,1,0.9732
United Airlines,Linkedin,1,0,1,0.7535
United Airlines,11 Hrs,0,1,1,-0.7096
United Airlines,CV,0,1,1,-0.8864
United Airlines,Grand Cayman,1,0,1,0.8608
United Airlines,Allegiant,1,3,4,-0.37775
United Airlines,Killeen,2,0,2,0.9844
United Airlines,Killen,1,0,1,0.9844
United Airlines,Stephen Serrano,1,0,1,0.9721
United Airlines,Stephen,2,0,2,0.9721
United Airlines,Madison WI,0,1,1,-0.6444
United Airlines,App Store,1,0,1,0.8095
United Airlines,Knoxville TN,0,1,1,-0.7404
United Airlines,Polaris non-stop,1,0,1,0.4131
United Airlines,Purser Stephanie,1,0,1,0.993
United Airlines,G.R.,0,1,1,-0.9182
United Airlines,covid-19,1,2,3,-0.055333333333333345
United Airlines,Dasani,1,0,1,0.9705
United Airlines,Pitt,1,0,1,0.9241
United Airlines,Linda,1,0,1,0.9881
United Airlines,Accra,1,0,1,0.7176
United Airlines,Alaska Airline,0,1,1,-0.5719
United Airlines,Antonio,1,0,1,0.9862
United Airlines,Emily,1,0,1,0.9719
United Airlines,COVID-19,1,1,2,-0.02410000000000001
United Airlines,Marshall,1,0,1,0.9979
United Airlines,Gilligan,0,1,1,-0.9613
United Airlines,Greensboro,0,1,1,-0.9613
United Airlines,Level 2,0,1,1,-0.976
United Airlines,Btw,0,1,1,-0.9828
United Airlines,Karen,1,0,1,0.6888
United Airlines,Lucy,1,0,1,0.4102
United Airlines,Off,0,1,1,-0.2617
United Airlines,Duluth,2,1,3,0.31296666666666667
United Airlines,Dollar,0,1,1,-0.9896
United Airlines,Sherry,1,0,1,0.9693
United Airlines,Charles,1,0,1,0.9345
United Airlines,Mark Harrison,1,0,1,0.9928
United Airlines,Nether,0,1,1,-0.1835
United Airlines,Kelowna,1,0,1,0.5619
United Airlines,covid19,1,0,1,0.0129
United Airlines,Erica,1,0,1,0.9598
United Airlines,Covid-19,0,1,1,-0.5044
United Airlines,dumbstruck,0,1,1,-0.7142
United Airlines,Mariam,1,0,1,0.7056
United Airlines,Horrible,1,0,1,0.7056
United Airlines,Huffing,0,1,1,-0.9744
United Airlines,lo,0,1,1,-0.807
United Airlines,Tegla,1,0,1,0.8316
United Airlines,Nic,1,0,1,0.8316
United Airlines,szerszy niż w Swiss,1,0,1,0.8316
United Airlines,Jeśli chodzi,1,0,1,0.8316
United Airlines,Monopoly,1,0,1,0.9731
United Airlines,Sau Paolo,1,0,1,0.7046
United Airlines,Eureka,0,1,1,-0.872
United Airlines,Eau Claire,0,1,1,-0.8814
United Airlines,Mile,1,0,1,0.5171
United Airlines,Evisa,1,0,1,0.8176
United Airlines,strawberry,1,0,1,0.8913
United Airlines,Stewardess,1,0,1,0.2732
United Airlines,Alex,2,0,2,0.9815
United Airlines,Everett,0,1,1,-0.5789
United Airlines,Sioux Falls,0,1,1,-0.7081
United Airlines,Guayaquil,1,0,1,0.2462
United Airlines,Loja,1,0,1,0.2462
United Airlines,free sodas,1,0,1,0.9654
United Airlines,Good Luck,1,0,1,0.9539
United Airlines,Melbourne,1,0,1,0.9186
United Airlines,Left Shreveport,0,1,1,-0.681
United Airlines,house keys,0,1,1,-0.681
United Airlines,Kahalui,1,0,1,0.6076
United Airlines,Thomas Cook,1,0,1,0.9792
United Airlines,Thomas Cook’s,1,0,1,0.9792
United Airlines,Bora Bora,1,0,1,0.953
United Airlines,Front,1,0,1,0.6103
United Airlines,Felt,0,1,1,-0.785
United Airlines,Handicap,0,1,1,-0.9584
United Airlines,Punta Cana,1,0,1,0.9589
United Airlines,Amarillo,0,1,1,-0.7736
United Airlines,LaGuardia,0,1,1,-0.8652
United Airlines,Kennedy,0,2,2,-0.8652
United Airlines,Lesson,2,0,2,0.46515
United Airlines,Kailua Kona HI,2,0,2,0.64
United Airlines,Boston Ma,0,1,1,-0.079
United Airlines,Vince Camuto,0,1,1,-0.7254
United Airlines,NotVerified|,0,1,1,-0.9278
